id,title,contaminante,nivel,value,fecha,year
720041017sh2,Jaime Ferran,sh2,Buena,3,17-10-2004,2004
820041017no2,Renovales,no2,Buena,17,17-10-2004,2004
720041018sh2,Jaime Ferran,sh2,Buena,4,18-10-2004,2004
420041018pm10,Miguel Servet,pm10,Regular,48,18-10-2004,2004
620041019so2,Avenida de Navarra,so2,Buena,12,19-10-2004,2004
620041019no2,Avenida de Navarra,no2,Razonablemente buena,56,19-10-2004,2004
620041019o3,Avenida de Navarra,o3,Buena,8,19-10-2004,2004
420041019so2,Miguel Servet,so2,Buena,10,19-10-2004,2004
820041019so2,Renovales,so2,Buena,8,19-10-2004,2004
820041019pm10,Renovales,pm10,Razonablemente buena,27,19-10-2004,2004
620041020pm10,Avenida de Navarra,pm10,Desfavorable,54,20-10-2004,2004
620041020o3,Avenida de Navarra,o3,Buena,6,20-10-2004,2004
820041020no2,Renovales,no2,Buena,33,20-10-2004,2004
820041020co,Renovales,co,"",0.8,20-10-2004,2004
120041021o3,El Picarral,o3,Buena,5,21-10-2004,2004
320041021pm10,El Paraninfo,pm10,Razonablemente buena,22,21-10-2004,2004
320041022co,El Paraninfo,co,"",1.4,22-10-2004,2004
320041022o3,El Paraninfo,o3,Buena,8,22-10-2004,2004
420041023pm10,Miguel Servet,pm10,Desfavorable,59,23-10-2004,2004
820041023so2,Renovales,so2,Buena,9,23-10-2004,2004
820041023pm10,Renovales,pm10,Buena,20,23-10-2004,2004
820041023no2,Renovales,no2,Buena,33,23-10-2004,2004
120041024sh2,El Picarral,sh2,Razonablemente buena,16,24-10-2004,2004
320041025pm10,El Paraninfo,pm10,Razonablemente buena,24,25-10-2004,2004
320041025co,El Paraninfo,co,"",1.3,25-10-2004,2004
620041026co,Avenida de Navarra,co,Buena,1,26-10-2004,2004
720041026pm10,Jaime Ferran,pm10,Desfavorable,52,26-10-2004,2004
720041026no2,Jaime Ferran,no2,Razonablemente buena,46,26-10-2004,2004
320041026so2,El Paraninfo,so2,Buena,8,26-10-2004,2004
320041026pm10,El Paraninfo,pm10,Buena,19,26-10-2004,2004
320041026co,El Paraninfo,co,Buena,1,26-10-2004,2004
320041026o3,El Paraninfo,o3,Buena,19,26-10-2004,2004
820041026co,Renovales,co,"",0.5,26-10-2004,2004
820041026o3,Renovales,o3,Buena,36,26-10-2004,2004
620041027pm10,Avenida de Navarra,pm10,Razonablemente buena,25,27-10-2004,2004
620041027no2,Avenida de Navarra,no2,Razonablemente buena,56,27-10-2004,2004
620041027co,Avenida de Navarra,co,"",1.3,27-10-2004,2004
620041027o3,Avenida de Navarra,o3,Buena,6,27-10-2004,2004
420041027so2,Miguel Servet,so2,Buena,9,27-10-2004,2004
420041027o3,Miguel Servet,o3,Buena,7,27-10-2004,2004
820041027no2,Renovales,no2,Buena,40,27-10-2004,2004
620041028no2,Avenida de Navarra,no2,Razonablemente buena,58,28-10-2004,2004
620041028o3,Avenida de Navarra,o3,Buena,10,28-10-2004,2004
720041028sh2,Jaime Ferran,sh2,Buena,4,28-10-2004,2004
420041028co,Miguel Servet,co,"",1.1,28-10-2004,2004
820041028pm10,Renovales,pm10,Buena,11,28-10-2004,2004
620041029co,Avenida de Navarra,co,"",1.3,29-10-2004,2004
120041029co,El Picarral,co,"",0.6,29-10-2004,2004
820041029o3,Renovales,o3,Buena,30,29-10-2004,2004
720050424co,Jaime Ferran,co,"",0.6,24-04-2005,2005
420050424so2,Miguel Servet,so2,Buena,7,24-04-2005,2005
320050424so2,El Paraninfo,so2,Buena,3,24-04-2005,2005
320050424o3,El Paraninfo,o3,Buena,19,24-04-2005,2005
820050424pm10,Renovales,pm10,Razonablemente buena,32,24-04-2005,2005
820050424no2,Renovales,no2,Buena,20,24-04-2005,2005
820050424o3,Renovales,o3,Buena,48,24-04-2005,2005
220050424so2,Roger de Flor,so2,Buena,12,24-04-2005,2005
220050424no2,Roger de Flor,no2,Buena,36,24-04-2005,2005
220050424o3,Roger de Flor,o3,Razonablemente buena,51,24-04-2005,2005
620050425no2,Avenida de Navarra,no2,Razonablemente buena,77,25-04-2005,2005
120050425o3,El Picarral,o3,Buena,25,25-04-2005,2005
720050425pm10,Jaime Ferran,pm10,Regular,46,25-04-2005,2005
420050425pm10,Miguel Servet,pm10,Razonablemente buena,31,25-04-2005,2005
420050425no2,Miguel Servet,no2,Razonablemente buena,74,25-04-2005,2005
420050425o3,Miguel Servet,o3,Buena,17,25-04-2005,2005
320050425pm10,El Paraninfo,pm10,Buena,19,25-04-2005,2005
820050425so2,Renovales,so2,Buena,6,25-04-2005,2005
220050425so2,Roger de Flor,so2,Buena,12,25-04-2005,2005
220050425pm10,Roger de Flor,pm10,Buena,9,25-04-2005,2005
220050425no2,Roger de Flor,no2,Razonablemente buena,61,25-04-2005,2005
720050426so2,Jaime Ferran,so2,Buena,7,26-04-2005,2005
720050426pm10,Jaime Ferran,pm10,Desfavorable,59,26-04-2005,2005
320050426so2,El Paraninfo,so2,Buena,5,26-04-2005,2005
320050426pm10,El Paraninfo,pm10,Razonablemente buena,23,26-04-2005,2005
820050426pm10,Renovales,pm10,Regular,41,26-04-2005,2005
320050427no2,El Paraninfo,no2,Razonablemente buena,89,27-04-2005,2005
120050528pm10,El Picarral,pm10,Desfavorable,80,28-05-2005,2005
120050528o3,El Picarral,o3,Buena,26,28-05-2005,2005
820050528so2,Renovales,so2,Buena,8,28-05-2005,2005
820050528o3,Renovales,o3,Razonablemente buena,52,28-05-2005,2005
220050528so2,Roger de Flor,so2,Buena,15,28-05-2005,2005
220050528no2,Roger de Flor,no2,Razonablemente buena,73,28-05-2005,2005
620050429so2,Avenida de Navarra,so2,Buena,15,29-04-2005,2005
120050429pm10,El Picarral,pm10,Muy Desfavorable,109,29-04-2005,2005
420050429o3,Miguel Servet,o3,Buena,32,29-04-2005,2005
620050430so2,Avenida de Navarra,so2,Buena,12,30-04-2005,2005
620050430pm10,Avenida de Navarra,pm10,Desfavorable,67,30-04-2005,2005
120050430o3,El Picarral,o3,Buena,33,30-04-2005,2005
320050430no2,El Paraninfo,no2,Razonablemente buena,75,30-04-2005,2005
820050430no2,Renovales,no2,Razonablemente buena,42,30-04-2005,2005
820050430co,Renovales,co,"",0.7,30-04-2005,2005
720050501co,Jaime Ferran,co,"",0.6,01-05-2005,2005
320050501so2,El Paraninfo,so2,Buena,4,01-05-2005,2005
320050501co,El Paraninfo,co,"",0.6,01-05-2005,2005
820050501so2,Renovales,so2,Buena,6,01-05-2005,2005
620050502pm10,Avenida de Navarra,pm10,Desfavorable,53,02-05-2005,2005
120050502pm10,El Picarral,pm10,Desfavorable,59,02-05-2005,2005
120050502o3,El Picarral,o3,Buena,36,02-05-2005,2005
420050502so2,Miguel Servet,so2,Buena,13,02-05-2005,2005
220050502so2,Roger de Flor,so2,Buena,15,02-05-2005,2005
220050502no2,Roger de Flor,no2,Buena,38,02-05-2005,2005
620050503no2,Avenida de Navarra,no2,Razonablemente buena,82,03-05-2005,2005
620050503o3,Avenida de Navarra,o3,Buena,17,03-05-2005,2005
720050503no2,Jaime Ferran,no2,Razonablemente buena,55,03-05-2005,2005
720050503o3,Jaime Ferran,o3,Buena,27,03-05-2005,2005
720050504pm10,Jaime Ferran,pm10,Muy Desfavorable,110,04-05-2005,2005
320050504co,El Paraninfo,co,"",0.8,04-05-2005,2005
720050505no2,Jaime Ferran,no2,Razonablemente buena,49,05-05-2005,2005
720050505sh2,Jaime Ferran,sh2,Buena,4,05-05-2005,2005
820050505pm10,Renovales,pm10,Desfavorable,78,05-05-2005,2005
820050505co,Renovales,co,"",0.5,05-05-2005,2005
620050506o3,Avenida de Navarra,o3,Buena,22,06-05-2005,2005
120050506pm10,El Picarral,pm10,Desfavorable,93,06-05-2005,2005
420050506so2,Miguel Servet,so2,Buena,6,06-05-2005,2005
620050507o3,Avenida de Navarra,o3,Buena,19,07-05-2005,2005
720050507pm10,Jaime Ferran,pm10,Desfavorable,82,07-05-2005,2005
720050507o3,Jaime Ferran,o3,Buena,49,07-05-2005,2005
420050507so2,Miguel Servet,so2,Buena,7,07-05-2005,2005
820050507o3,Renovales,o3,Razonablemente buena,60,07-05-2005,2005
220050507so2,Roger de Flor,so2,Buena,11,07-05-2005,2005
220050507no2,Roger de Flor,no2,Razonablemente buena,48,07-05-2005,2005
220050507o3,Roger de Flor,o3,Razonablemente buena,57,07-05-2005,2005
420050508pm10,Miguel Servet,pm10,Razonablemente buena,32,08-05-2005,2005
420050508co,Miguel Servet,co,"",0.5,08-05-2005,2005
420050508o3,Miguel Servet,o3,Buena,34,08-05-2005,2005
820050508co,Renovales,co,"",0.4,08-05-2005,2005
820050508o3,Renovales,o3,Razonablemente buena,58,08-05-2005,2005
220050508pm10,Roger de Flor,pm10,Buena,9,08-05-2005,2005
220050508no2,Roger de Flor,no2,Buena,37,08-05-2005,2005
120050509pm10,El Picarral,pm10,Desfavorable,73,09-05-2005,2005
120050509co,El Picarral,co,"",0.5,09-05-2005,2005
320050509no2,El Paraninfo,no2,Razonablemente buena,76,09-05-2005,2005
620050510so2,Avenida de Navarra,so2,Buena,8,10-05-2005,2005
720050510pm10,Jaime Ferran,pm10,Desfavorable,55,10-05-2005,2005
720050510co,Jaime Ferran,co,"",0.6,10-05-2005,2005
720050510sh2,Jaime Ferran,sh2,Buena,5,10-05-2005,2005
320050510so2,El Paraninfo,so2,Buena,4,10-05-2005,2005
320050510co,El Paraninfo,co,"",0.9,10-05-2005,2005
820050510so2,Renovales,so2,Buena,8,10-05-2005,2005
820050510no2,Renovales,no2,Buena,36,10-05-2005,2005
620050511so2,Avenida de Navarra,so2,Buena,9,11-05-2005,2005
620050511pm10,Avenida de Navarra,pm10,Regular,46,11-05-2005,2005
120050511no2,El Picarral,no2,Buena,40,11-05-2005,2005
120050511co,El Picarral,co,"",0.4,11-05-2005,2005
420050511co,Miguel Servet,co,"",0.7,11-05-2005,2005
220050511pm10,Roger de Flor,pm10,Buena,13,11-05-2005,2005
720050512no2,Jaime Ferran,no2,Razonablemente buena,50,12-05-2005,2005
720050512co,Jaime Ferran,co,"",0.6,12-05-2005,2005
720050512sh2,Jaime Ferran,sh2,Buena,4,12-05-2005,2005
420050512so2,Miguel Servet,so2,Buena,9,12-05-2005,2005
420050512o3,Miguel Servet,o3,Buena,22,12-05-2005,2005
320050512pm10,El Paraninfo,pm10,Razonablemente buena,24,12-05-2005,2005
320050512no2,El Paraninfo,no2,Razonablemente buena,75,12-05-2005,2005
820050512so2,Renovales,so2,Buena,6,12-05-2005,2005
820050512no2,Renovales,no2,Razonablemente buena,50,12-05-2005,2005
620050513pm10,Avenida de Navarra,pm10,Desfavorable,54,13-05-2005,2005
420021113so2,Miguel Servet,so2,Buena,30,13-11-2002,2002
320021113co,El Paraninfo,co,Buena,1,13-11-2002,2002
420020926no2,Miguel Servet,no2,Razonablemente buena,82,26-09-2002,2002
420020926o3,Miguel Servet,o3,Buena,24,26-09-2002,2002
220020930so2,Roger de Flor,so2,Buena,14,30-09-2002,2002
220020930co,Roger de Flor,co,Buena,0.8,30-09-2002,2002
320030406co,El Paraninfo,co,Razonablemente buena,1.1,06-04-2003,2003
320030406o3,El Paraninfo,o3,Buena,27,06-04-2003,2003
220030407so2,Roger de Flor,so2,Buena,10,07-04-2003,2003
620030407co,Avenida de Navarra,co,Razonablemente buena,1.1,07-04-2003,2003
420030407no2,Miguel Servet,no2,Razonablemente buena,51,07-04-2003,2003
420030407o3,Miguel Servet,o3,Buena,25,07-04-2003,2003
320030407o3,El Paraninfo,o3,Buena,24,07-04-2003,2003
620030408so2,Avenida de Navarra,so2,Buena,19,08-04-2003,2003
620030408co,Avenida de Navarra,co,Razonablemente buena,1.3,08-04-2003,2003
120030408co,El Picarral,co,Buena,0.9,08-04-2003,2003
120030408o3,El Picarral,o3,Buena,18,08-04-2003,2003
420030408no2,Miguel Servet,no2,Razonablemente buena,70,08-04-2003,2003
320030408no2,El Paraninfo,no2,Razonablemente buena,67,08-04-2003,2003
220030409co,Roger de Flor,co,Buena,0.9,09-04-2003,2003
620030409pm10,Avenida de Navarra,pm10,Regular,41,09-04-2003,2003
820030409pm10,Renovales,pm10,Razonablemente buena,23,09-04-2003,2003
720030410pm10,Jaime Ferran,pm10,Regular,45,10-04-2003,2003
120030410sh2,El Picarral,sh2,Buena,2,10-04-2003,2003
220030411no2,Roger de Flor,no2,Razonablemente buena,55,11-04-2003,2003
720030411so2,Jaime Ferran,so2,Buena,8,11-04-2003,2003
720030411pm10,Jaime Ferran,pm10,Desfavorable,51,11-04-2003,2003
720030411co,Jaime Ferran,co,Buena,0.6,11-04-2003,2003
720030411o3,Jaime Ferran,o3,Buena,22,11-04-2003,2003
420030411so2,Miguel Servet,so2,Buena,22,11-04-2003,2003
420030411pm10,Miguel Servet,pm10,Razonablemente buena,34,11-04-2003,2003
420030411co,Miguel Servet,co,Razonablemente buena,1.1,11-04-2003,2003
420030411o3,Miguel Servet,o3,Buena,11,11-04-2003,2003
220030412o3,Roger de Flor,o3,Buena,10,12-04-2003,2003
620030412no2,Avenida de Navarra,no2,Razonablemente buena,50,12-04-2003,2003
820030412no2,Renovales,no2,Razonablemente buena,46,12-04-2003,2003
820030412co,Renovales,co,Buena,0.8,12-04-2003,2003
420030412pm10,Miguel Servet,pm10,Razonablemente buena,40,12-04-2003,2003
320030412pm10,El Paraninfo,pm10,Razonablemente buena,24,12-04-2003,2003
320030412o3,El Paraninfo,o3,Buena,7,12-04-2003,2003
720030413so2,Jaime Ferran,so2,Buena,5,13-04-2003,2003
120030413pm10,El Picarral,pm10,Razonablemente buena,27,13-04-2003,2003
420030413co,Miguel Servet,co,Buena,0.9,13-04-2003,2003
220030414so2,Roger de Flor,so2,Buena,12,14-04-2003,2003
220030414co,Roger de Flor,co,Buena,0.9,14-04-2003,2003
820030414so2,Renovales,so2,Buena,24,14-04-2003,2003
820030414no2,Renovales,no2,Buena,39,14-04-2003,2003
820030414co,Renovales,co,Buena,0.7,14-04-2003,2003
820030414o3,Renovales,o3,Buena,33,14-04-2003,2003
120030414pm10,El Picarral,pm10,Razonablemente buena,39,14-04-2003,2003
320030414co,El Paraninfo,co,Razonablemente buena,1.1,14-04-2003,2003
720030415no2,Jaime Ferran,no2,Buena,32,15-04-2003,2003
720030415sh2,Jaime Ferran,sh2,Buena,3,15-04-2003,2003
820030415pm10,Renovales,pm10,Buena,12,15-04-2003,2003
420030415so2,Miguel Servet,so2,Buena,19,15-04-2003,2003
420030415pm10,Miguel Servet,pm10,Razonablemente buena,35,15-04-2003,2003
320030415no2,El Paraninfo,no2,Razonablemente buena,77,15-04-2003,2003
620030416pm10,Avenida de Navarra,pm10,Regular,46,16-04-2003,2003
420030416no2,Miguel Servet,no2,Razonablemente buena,77,16-04-2003,2003
720030420sh2,Jaime Ferran,sh2,Buena,3,20-04-2003,2003
820030420so2,Renovales,so2,Buena,21,20-04-2003,2003
420030420so2,Miguel Servet,so2,Buena,17,20-04-2003,2003
420030420co,Miguel Servet,co,Buena,0.9,20-04-2003,2003
220030421no2,Roger de Flor,no2,Razonablemente buena,48,21-04-2003,2003
720030421co,Jaime Ferran,co,Buena,0.7,21-04-2003,2003
420030421no2,Miguel Servet,no2,Razonablemente buena,63,21-04-2003,2003
420030421co,Miguel Servet,co,Razonablemente buena,1.3,21-04-2003,2003
320030421pm10,El Paraninfo,pm10,Razonablemente buena,29,21-04-2003,2003
320030417co,El Paraninfo,co,Razonablemente buena,1.1,17-04-2003,2003
220030419pm10,Roger de Flor,pm10,Razonablemente buena,31,19-04-2003,2003
220030419co,Roger de Flor,co,Buena,0.9,19-04-2003,2003
220030419o3,Roger de Flor,o3,Buena,29,19-04-2003,2003
220030423no2,Roger de Flor,no2,Buena,40,23-04-2003,2003
820030423co,Renovales,co,Buena,0.7,23-04-2003,2003
420030423o3,Miguel Servet,o3,Buena,27,23-04-2003,2003
320030423o3,El Paraninfo,o3,Buena,29,23-04-2003,2003
420031207no2,Miguel Servet,no2,Razonablemente buena,52,07-12-2003,2003
820031207no2,Renovales,no2,Buena,30,07-12-2003,2003
620031208o3,Avenida de Navarra,o3,Buena,4,08-12-2003,2003
120031208co,El Picarral,co,Buena,0.8,08-12-2003,2003
720031208co,Jaime Ferran,co,Buena,0.5,08-12-2003,2003
820031208pm10,Renovales,pm10,Buena,16,08-12-2003,2003
820031208no2,Renovales,no2,Buena,32,08-12-2003,2003
820031208o3,Renovales,o3,Buena,10,08-12-2003,2003
220031208o3,Roger de Flor,o3,Buena,7,08-12-2003,2003
620031209pm10,Avenida de Navarra,pm10,Regular,43,09-12-2003,2003
120031209pm10,El Picarral,pm10,Regular,43,09-12-2003,2003
120031209o3,El Picarral,o3,Buena,6,09-12-2003,2003
820031209no2,Renovales,no2,Buena,40,09-12-2003,2003
220031209pm10,Roger de Flor,pm10,Razonablemente buena,30,09-12-2003,2003
220031209no2,Roger de Flor,no2,Razonablemente buena,49,09-12-2003,2003
120031210no2,El Picarral,no2,Buena,30,10-12-2003,2003
120031210sh2,El Picarral,sh2,Buena,9,10-12-2003,2003
620031211pm10,Avenida de Navarra,pm10,Regular,45,11-12-2003,2003
720031211o3,Jaime Ferran,o3,Buena,6,11-12-2003,2003
420031211no2,Miguel Servet,no2,Razonablemente buena,72,11-12-2003,2003
420031211o3,Miguel Servet,o3,Buena,6,11-12-2003,2003
220031211pm10,Roger de Flor,pm10,Razonablemente buena,31,11-12-2003,2003
620031212pm10,Avenida de Navarra,pm10,Razonablemente buena,31,12-12-2003,2003
620031212co,Avenida de Navarra,co,Razonablemente buena,1.1,12-12-2003,2003
720061010co,Jaime Ferran,co,Buena,0.4,10-10-2006,2006
720061010sh2,Jaime Ferran,sh2,Buena,2,10-10-2006,2006
920061010pm10,Las Fuentes,pm10,Desfavorable,57,10-10-2006,2006
920061010no2,Las Fuentes,no2,Buena,31,10-10-2006,2006
920061010o3,Las Fuentes,o3,Buena,16,10-10-2006,2006
620040805no2,Avenida de Navarra,no2,Razonablemente buena,44,05-08-2004,2004
720040805no2,Jaime Ferran,no2,Buena,39,05-08-2004,2004
420040805co,Miguel Servet,co,"",0.6,05-08-2004,2004
820040805pm10,Renovales,pm10,Buena,13,05-08-2004,2004
220040805no2,Roger de Flor,no2,Razonablemente buena,44,05-08-2004,2004
120040806sh2,El Picarral,sh2,Razonablemente buena,24,06-08-2004,2004
720040806so2,Jaime Ferran,so2,Buena,9,06-08-2004,2004
320040806pm10,El Paraninfo,pm10,Razonablemente buena,29,06-08-2004,2004
320040806no2,El Paraninfo,no2,Razonablemente buena,64,06-08-2004,2004
820040806so2,Renovales,so2,Buena,7,06-08-2004,2004
620040807co,Avenida de Navarra,co,"",1.3,07-08-2004,2004
120031201pm10,El Picarral,pm10,Buena,16,01-12-2003,2003
420031201o3,Miguel Servet,o3,Buena,7,01-12-2003,2003
820031201so2,Renovales,so2,Buena,7,01-12-2003,2003
620031202o3,Avenida de Navarra,o3,Buena,4,02-12-2003,2003
120031202no2,El Picarral,no2,Buena,27,02-12-2003,2003
620031203so2,Avenida de Navarra,so2,Buena,8,03-12-2003,2003
720031203no2,Jaime Ferran,no2,Buena,40,03-12-2003,2003
720031203o3,Jaime Ferran,o3,Buena,4,03-12-2003,2003
720031203sh2,Jaime Ferran,sh2,Buena,4,03-12-2003,2003
420031203so2,Miguel Servet,so2,Buena,22,03-12-2003,2003
420031203co,Miguel Servet,co,Razonablemente buena,1.3,03-12-2003,2003
820031203pm10,Renovales,pm10,Razonablemente buena,24,03-12-2003,2003
220031203pm10,Roger de Flor,pm10,Regular,41,03-12-2003,2003
620031204so2,Avenida de Navarra,so2,Buena,9,04-12-2003,2003
620031204pm10,Avenida de Navarra,pm10,Razonablemente buena,35,04-12-2003,2003
620031204no2,Avenida de Navarra,no2,Razonablemente buena,56,04-12-2003,2003
820031204so2,Renovales,so2,Buena,10,04-12-2003,2003
820031204co,Renovales,co,Buena,0.8,04-12-2003,2003
220031204co,Roger de Flor,co,Buena,0.9,04-12-2003,2003
620031205no2,Avenida de Navarra,no2,Razonablemente buena,61,05-12-2003,2003
620031205co,Avenida de Navarra,co,Razonablemente buena,1.7,05-12-2003,2003
120031205o3,El Picarral,o3,Buena,8,05-12-2003,2003
820030810pm10,Renovales,pm10,Razonablemente buena,33,10-08-2003,2003
820030810no2,Renovales,no2,Buena,40,10-08-2003,2003
820031205pm10,Renovales,pm10,Buena,19,05-12-2003,2003
820031205no2,Renovales,no2,Razonablemente buena,41,05-12-2003,2003
820031205o3,Renovales,o3,Buena,14,05-12-2003,2003
220031205so2,Roger de Flor,so2,Buena,12,05-12-2003,2003
220031205pm10,Roger de Flor,pm10,Razonablemente buena,23,05-12-2003,2003
220031205no2,Roger de Flor,no2,Razonablemente buena,60,05-12-2003,2003
720050626so2,Jaime Ferran,so2,Buena,3,26-06-2005,2005
720050626pm10,Jaime Ferran,pm10,Razonablemente buena,33,26-06-2005,2005
720050626sh2,Jaime Ferran,sh2,Buena,3,26-06-2005,2005
120040731no2,El Picarral,no2,Razonablemente buena,82,31-07-2004,2004
720040731pm10,Jaime Ferran,pm10,Regular,44,31-07-2004,2004
320040731so2,El Paraninfo,so2,Buena,13,31-07-2004,2004
320040731no2,El Paraninfo,no2,Razonablemente buena,67,31-07-2004,2004
320040731o3,El Paraninfo,o3,Buena,41,31-07-2004,2004
620040801so2,Avenida de Navarra,so2,Buena,14,01-08-2004,2004
120040801no2,El Picarral,no2,Buena,15,01-08-2004,2004
420040801pm10,Miguel Servet,pm10,Regular,44,01-08-2004,2004
320040801no2,El Paraninfo,no2,Razonablemente buena,61,01-08-2004,2004
220040801so2,Roger de Flor,so2,Buena,9,01-08-2004,2004
220040801no2,Roger de Flor,no2,Razonablemente buena,50,01-08-2004,2004
720040802pm10,Jaime Ferran,pm10,Regular,48,02-08-2004,2004
720040802no2,Jaime Ferran,no2,Razonablemente buena,49,02-08-2004,2004
420040802co,Miguel Servet,co,Buena,1,02-08-2004,2004
220051019so2,Roger de Flor,so2,Buena,16,19-10-2005,2005
420051020pm10,Miguel Servet,pm10,Desfavorable,75,20-10-2005,2005
420051020no2,Miguel Servet,no2,Razonablemente buena,69,20-10-2005,2005
420051020co,Miguel Servet,co,"",1.2,20-10-2005,2005
820051020so2,Renovales,so2,Buena,10,20-10-2005,2005
220051020so2,Roger de Flor,so2,Buena,17,20-10-2005,2005
220051020pm10,Roger de Flor,pm10,Regular,44,20-10-2005,2005
220051020no2,Roger de Flor,no2,Razonablemente buena,71,20-10-2005,2005
820060307so2,Renovales,so2,Buena,6,07-03-2006,2006
820060307pm10,Renovales,pm10,Razonablemente buena,21,07-03-2006,2006
820060307no2,Renovales,no2,Razonablemente buena,45,07-03-2006,2006
820060307co,Renovales,co,"",0.5,07-03-2006,2006
620060308no2,Avenida de Navarra,no2,Razonablemente buena,53,08-03-2006,2006
120060308no2,El Picarral,no2,Buena,35,08-03-2006,2006
120060308co,El Picarral,co,"",0.5,08-03-2006,2006
720060308o3,Jaime Ferran,o3,Buena,8,08-03-2006,2006
720060308sh2,Jaime Ferran,sh2,Buena,1,08-03-2006,2006
420060308co,Miguel Servet,co,"",0.9,08-03-2006,2006
320060308pm10,El Paraninfo,pm10,Razonablemente buena,32,08-03-2006,2006
820060308so2,Renovales,so2,Buena,6,08-03-2006,2006
820060308no2,Renovales,no2,Razonablemente buena,50,08-03-2006,2006
820060308co,Renovales,co,"",0.5,08-03-2006,2006
120060312pm10,El Picarral,pm10,Razonablemente buena,23,12-03-2006,2006
120060312no2,El Picarral,no2,Buena,12,12-03-2006,2006
120060312sh2,El Picarral,sh2,Buena,1,12-03-2006,2006
720060312so2,Jaime Ferran,so2,Buena,3,12-03-2006,2006
720060312pm10,Jaime Ferran,pm10,Desfavorable,99,12-03-2006,2006
720060312sh2,Jaime Ferran,sh2,Buena,1,12-03-2006,2006
320060312o3,El Paraninfo,o3,Buena,22,12-03-2006,2006
220060312pm10,Roger de Flor,pm10,Buena,15,12-03-2006,2006
120060313sh2,El Picarral,sh2,Buena,3,13-03-2006,2006
720060313sh2,Jaime Ferran,sh2,Buena,1,13-03-2006,2006
320060313co,El Paraninfo,co,"",0.8,13-03-2006,2006
